id,equipment_type,equipment_id,location,complaint,symptoms,diagnosis,root_cause,recommended_fix,estimated_cost,repair_time,urgency,technician_type,date,technician_notes,status
1122,UPS System,UPS-001,Main Datacenter,UPS switching automatically to Static Bypass mode with Overload error.,"Bypass LED active, inverter offline, cooling fans operating at maximum RPM",Inverter DC-AC bridge heat-sink thermal sensor triggering due to fan failure,Exhaust fan 1 seized up with dust ball causing IGBT heatsink to reach 85°C,"Replace 120mm 24V DC ball bearing exhaust fan, clean heatsink, reset bypass alarm",2350,1.2,High,UPS Engineer,2025-11-29,Replaced cooling fans. UPS transferred back to online inverter mode.,Resolved
1123,RO Water Purifier,RO-031,Sports Complex,"Water purifier flow rate has dropped to a trickle, taking 10 mins to fill one bottle.","Very slow permeate flow, high reject water flow ratio, booster pump running continuously",Sediment pre-filter and activated carbon block choked with silt,High turbidity in incoming municipal water supply over past 2 weeks,Replace 5-micron spun polypropylene pre-filter and 10-inch CTO carbon block,1700,0.5,Medium,Water Plant Technician,2026-05-23,Pre-filters replaced. Flow rate restored to 50 LPH at 60 PSI.,Resolved
1124,RO Water Purifier,RO-041,Hostel Block B,"Water purifier flow rate has dropped to a trickle, taking 10 mins to fill one bottle.","Very slow permeate flow, high reject water flow ratio, booster pump running continuously",Sediment pre-filter and activated carbon block choked with silt,High turbidity in incoming municipal water supply over past 2 weeks,Replace 5-micron spun polypropylene pre-filter and 10-inch CTO carbon block,1050,0.6,Medium,Water Plant Technician,2026-07-24,Pre-filters replaced. Flow rate restored to 50 LPH at 60 PSI.,Resolved
1125,RO Water Purifier,RO-016,Student Mess Floor 1,Drinking water tastes salty and TDS meter reading above 450 ppm (normal < 100).,"Salty/mineral taste, elevated TDS reading, membrane pressure high",Thin Film Composite (TFC) RO membrane scaling and salt passage leakage,Calcium carbonate scale buildup rupturing membrane layers due to antiscalant dosing lapse,Sanitize filter housings and replace 75 GPD Dow Filmtec RO membrane,3600,1.8,High,Water Plant Specialist,2026-05-18,New RO membrane installed. Output TDS measured at 62 ppm.,Resolved
1126,RO Water Purifier,RO-015,Hostel Block B,Drinking water tastes salty and TDS meter reading above 450 ppm (normal < 100).,"Salty/mineral taste, elevated TDS reading, membrane pressure high",Thin Film Composite (TFC) RO membrane scaling and salt passage leakage,Calcium carbonate scale buildup rupturing membrane layers due to antiscalant dosing lapse,Sanitize filter housings and replace 75 GPD Dow Filmtec RO membrane,3250,1.5,High,Water Plant Specialist,2025-03-30,New RO membrane installed. Output TDS measured at 62 ppm.,Resolved
1127,RO Water Purifier,RO-028,Hostel Block B,Drinking water tastes salty and TDS meter reading above 450 ppm (normal < 100).,"Salty/mineral taste, elevated TDS reading, membrane pressure high",Thin Film Composite (TFC) RO membrane scaling and salt passage leakage,Calcium carbonate scale buildup rupturing membrane layers due to antiscalant dosing lapse,Sanitize filter housings and replace 75 GPD Dow Filmtec RO membrane,3650,1.6,High,Water Plant Specialist,2025-11-08,New RO membrane installed. Output TDS measured at 62 ppm.,Resolved
1128,Electrical Panel,EP-014,Engineering Block LT Room,Smell of burning insulation and humming sound coming from main electrical distribution board.,"Pungent ozone/burning plastic smell, audible 50Hz arcing hum, warm panel exterior",Loose terminal lug on R-phase 200A MCCB busbar connection causing thermal hot-spot,Thermal cycling loosening bolted terminal connection leading to high contact resistance,"De-energize panel, re-crimp burned lug, torque all busbar connections, apply torque seal",3250,2.5,Critical,Senior Electrical Engineer,2026-02-12,Thermographic scan verified: Hot spot reduced from 112°C to 38°C under load.,Resolved
1129,Electrical Panel,EP-036,Auditorium Main Switchboard,Smell of burning insulation and humming sound coming from main electrical distribution board.,"Pungent ozone/burning plastic smell, audible 50Hz arcing hum, warm panel exterior",Loose terminal lug on R-phase 200A MCCB busbar connection causing thermal hot-spot,Thermal cycling loosening bolted terminal connection leading to high contact resistance,"De-energize panel, re-crimp burned lug, torque all busbar connections, apply torque seal",2800,1.5,Critical,Senior Electrical Engineer,2026-07-02,Thermographic scan verified: Hot spot reduced from 112°C to 38°C under load.,Resolved
1130,Electrical Panel,EP-019,Hostel Main DB,Smell of burning insulation and humming sound coming from main electrical distribution board.,"Pungent ozone/burning plastic smell, audible 50Hz arcing hum, warm panel exterior",Loose terminal lug on R-phase 200A MCCB busbar connection causing thermal hot-spot,Thermal cycling loosening bolted terminal connection leading to high contact resistance,"De-energize panel, re-crimp burned lug, torque all busbar connections, apply torque seal",3100,1.9,Critical,Senior Electrical Engineer,2026-08-14,Thermographic scan verified: Hot spot reduced from 112°C to 38°C under load.,Resolved
1131,Electrical Panel,EP-005,Hostel Main DB,Smell of burning insulation and humming sound coming from main electrical distribution board.,"Pungent ozone/burning plastic smell, audible 50Hz arcing hum, warm panel exterior",Loose terminal lug on R-phase 200A MCCB busbar connection causing thermal hot-spot,Thermal cycling loosening bolted terminal connection leading to high contact resistance,"De-energize panel, re-crimp burned lug, torque all busbar connections, apply torque seal",3250,2.7,Critical,Senior Electrical Engineer,2026-01-20,Thermographic scan verified: Hot spot reduced from 112°C to 38°C under load.,Resolved
1132,CCTV Camera,CAM-028,Library Entrance,Camera video feed showing black screen at night and washed-out glare during day.,"Night vision infrared failed, pinkish hue in daylight, camera online on network",IR cut filter mechanical solenoid stuck in day position,Moisture ingress jamming delicate mechanical filter shift shutter,"Disassemble camera housing, replace silica desiccant, clean filter solenoid track",1350,1.1,Low,Security Systems Technician,2026-05-22,Resealed camera housing with IP67 silicone gasket. Day/night switching verified.,Resolved
1133,CCTV Camera,CAM-010,Parking Lot North,Camera video feed showing black screen at night and washed-out glare during day.,"Night vision infrared failed, pinkish hue in daylight, camera online on network",IR cut filter mechanical solenoid stuck in day position,Moisture ingress jamming delicate mechanical filter shift shutter,"Disassemble camera housing, replace silica desiccant, clean filter solenoid track",850,1.1,Low,Security Systems Technician,2026-07-05,Resealed camera housing with IP67 silicone gasket. Day/night switching verified.,Resolved
1134,CCTV Camera,CAM-019,Corridor Block 3,Camera video feed showing black screen at night and washed-out glare during day.,"Night vision infrared failed, pinkish hue in daylight, camera online on network",IR cut filter mechanical solenoid stuck in day position,Moisture ingress jamming delicate mechanical filter shift shutter,"Disassemble camera housing, replace silica desiccant, clean filter solenoid track",900,1.2,Low,Security Systems Technician,2025-06-24,Resealed camera housing with IP67 silicone gasket. Day/night switching verified.,Resolved
1135,CCTV Camera,CAM-018,Hostel Perimeter West,Camera video feed showing black screen at night and washed-out glare during day.,"Night vision infrared failed, pinkish hue in daylight, camera online on network",IR cut filter mechanical solenoid stuck in day position,Moisture ingress jamming delicate mechanical filter shift shutter,"Disassemble camera housing, replace silica desiccant, clean filter solenoid track",1350,1.2,Low,Security Systems Technician,2025-04-22,Resealed camera housing with IP67 silicone gasket. Day/night switching verified.,Resolved
1136,Network Switch,SW-021,Hostel Wi-Fi Distribution,Entire department experiencing intermittent Wi-Fi drops and packet loss.,"High latency ping spikes, PoE access points rebooting, switch status LED amber",PoE power supply unit over-temperature shutdown due to internal fan dust lock,Blocked exhaust vent on 48-port PoE switch causing PSU thermal protection trip,"Clean rack dust filters, replace switch chassis fan, rebalance PoE power budget",1550,1.1,High,Network Administrator,2026-01-03,Switch firmware updated and internal temperature dropped from 68°C to 41°C.,Preventive Maintenance Completed
1137,Network Switch,SW-044,IT Rack - Floor 2,Entire department experiencing intermittent Wi-Fi drops and packet loss.,"High latency ping spikes, PoE access points rebooting, switch status LED amber",PoE power supply unit over-temperature shutdown due to internal fan dust lock,Blocked exhaust vent on 48-port PoE switch causing PSU thermal protection trip,"Clean rack dust filters, replace switch chassis fan, rebalance PoE power budget",2650,1.0,High,Network Administrator,2025-12-15,Switch firmware updated and internal temperature dropped from 68°C to 41°C.,Verified & Closed
1138,Air Conditioner,AC-042,Chemistry Lab,AC is not cooling properly and is making a loud rattling noise.,"Insufficient cooling, abnormal rattling sound from indoor unit, low airflow",Blower fan motor bearing wear and dust accumulation on evaporator coil,Restricted airflow due to heavy dust accumulation and fan motor bearing degradation,"Clean indoor evaporator coil, inspect blower fan assembly, lubricate/replace bearings",2050,1.7,Medium,HVAC Specialist,2025-06-21,"Coil cleaned with chemical wash, blower fan aligned and balanced. Cooling restored to 18°C.",Resolved
1139,Air Conditioner,AC-006,Faculty Lounge,AC is not cooling properly and is making a loud rattling noise.,"Insufficient cooling, abnormal rattling sound from indoor unit, low airflow",Blower fan motor bearing wear and dust accumulation on evaporator coil,Restricted airflow due to heavy dust accumulation and fan motor bearing degradation,"Clean indoor evaporator coil, inspect blower fan assembly, lubricate/replace bearings",2200,1.9,Medium,HVAC Specialist,2025-05-23,"Coil cleaned with chemical wash, blower fan aligned and balanced. Cooling restored to 18°C.",Resolved
1140,Air Conditioner,AC-011,Computer Lab 2,AC is not cooling properly and is making a loud rattling noise.,"Insufficient cooling, abnormal rattling sound from indoor unit, low airflow",Blower fan motor bearing wear and dust accumulation on evaporator coil,Restricted airflow due to heavy dust accumulation and fan motor bearing degradation,"Clean indoor evaporator coil, inspect blower fan assembly, lubricate/replace bearings",2300,2.2,Medium,HVAC Specialist,2025-10-14,"Coil cleaned with chemical wash, blower fan aligned and balanced. Cooling restored to 18°C.",Resolved
1141,Air Conditioner,AC-003,Chemistry Lab,AC tripping the circuit breaker immediately after turning on compressor.,"Power trip on startup, compressor buzzing sound, no cold air",Compressor run capacitor blown and high starting current,Degraded 45uF starting capacitor causing compressor rotor lock and breaker trip,Replace dual run/start capacitor (45+5 uF) and test compressor winding resistance,1350,1.2,High,HVAC Specialist,2025-06-08,Capacitor replaced. Startup current measured at 9.2A (within safe limit).,Resolved
1142,Air Conditioner,AC-033,Seminar Hall,AC tripping the circuit breaker immediately after turning on compressor.,"Power trip on startup, compressor buzzing sound, no cold air",Compressor run capacitor blown and high starting current,Degraded 45uF starting capacitor causing compressor rotor lock and breaker trip,Replace dual run/start capacitor (45+5 uF) and test compressor winding resistance,2300,1.2,High,HVAC Specialist,2026-09-15,Capacitor replaced. Startup current measured at 9.2A (within safe limit).,Resolved
1143,Air Conditioner,AC-024,Chemistry Lab,AC tripping the circuit breaker immediately after turning on compressor.,"Power trip on startup, compressor buzzing sound, no cold air",Compressor run capacitor blown and high starting current,Degraded 45uF starting capacitor causing compressor rotor lock and breaker trip,Replace dual run/start capacitor (45+5 uF) and test compressor winding resistance,2450,1.2,High,HVAC Specialist,2025-04-24,Capacitor replaced. Startup current measured at 9.2A (within safe limit).,Resolved
1144,Air Conditioner,AC-009,Chemistry Lab,Water leaking continuously from the indoor split AC unit inside lab.,"Water dripping down classroom wall, ice forming on indoor coil",Clogged condensate drain pipe and dirty filter mesh,Algae and dust blockage in drain tray outlet causing overflow,"Clear condensate drain line with nitrogen blow, clean drain pan and filters",1200,1.2,Medium,AC Technician,2025-11-26,Flushed drain pipe. Water drain slope verified with 2L flush test.,Resolved
1145,Air Conditioner,AC-041,Computer Lab 1,Water leaking continuously from the indoor split AC unit inside lab.,"Water dripping down classroom wall, ice forming on indoor coil",Clogged condensate drain pipe and dirty filter mesh,Algae and dust blockage in drain tray outlet causing overflow,"Clear condensate drain line with nitrogen blow, clean drain pan and filters",950,0.9,Medium,AC Technician,2026-01-14,Flushed drain pipe. Water drain slope verified with 2L flush test.,Resolved
1146,Air Conditioner,AC-006,Seminar Hall,Water leaking continuously from the indoor split AC unit inside lab.,"Water dripping down classroom wall, ice forming on indoor coil",Clogged condensate drain pipe and dirty filter mesh,Algae and dust blockage in drain tray outlet causing overflow,"Clear condensate drain line with nitrogen blow, clean drain pan and filters",900,1.0,Medium,AC Technician,2026-01-29,Flushed drain pipe. Water drain slope verified with 2L flush test.,Resolved
1147,Air Conditioner,AC-019,Faculty Lounge,"AC blowing warm air, outdoor unit fan running but compressor silent.","Warm air discharge, outdoor condenser fan active, no cooling effect",Refrigerant R-410A low pressure leak at flare nut connection,Vibration-induced micro-crack in suction line flare joint resulting in gas leakage,"Perform nitrogen pressure leak test, re-flare joint, vacuum system and recharge R-410A",4600,3.1,High,Senior HVAC Technician,2025-04-13,Leak sealed at flare connection. Gas charged to 125 PSI. Delta-T across coil is 14°C.,Resolved
1148,Air Conditioner,AC-016,Faculty Lounge,"AC blowing warm air, outdoor unit fan running but compressor silent.","Warm air discharge, outdoor condenser fan active, no cooling effect",Refrigerant R-410A low pressure leak at flare nut connection,Vibration-induced micro-crack in suction line flare joint resulting in gas leakage,"Perform nitrogen pressure leak test, re-flare joint, vacuum system and recharge R-410A",5750,2.7,High,Senior HVAC Technician,2025-06-06,Leak sealed at flare connection. Gas charged to 125 PSI. Delta-T across coil is 14°C.,Resolved
1149,Air Conditioner,AC-009,Chemistry Lab,AC display showing error code E4 and shutting down within 5 minutes.,"Error code E4 on panel, unexpected thermal shutdown, intermittent cooling",Room ambient temperature sensor open circuit / resistance drift,Corroded NTC thermistor sensor lead due to ambient humidity,Replace 10k NTC copper coil and ambient temperature thermistor harness,1150,0.9,Low,AC Technician,2026-07-07,New NTC sensor calibrated and sealed with heat shrink.,Verified & Closed
1150,Air Conditioner,AC-033,Library 2nd Floor,AC display showing error code E4 and shutting down within 5 minutes.,"Error code E4 on panel, unexpected thermal shutdown, intermittent cooling",Room ambient temperature sensor open circuit / resistance drift,Corroded NTC thermistor sensor lead due to ambient humidity,Replace 10k NTC copper coil and ambient temperature thermistor harness,1700,0.5,Low,AC Technician,2025-12-17,New NTC sensor calibrated and sealed with heat shrink.,Resolved
1151,Air Conditioner,AC-038,Dean Office,AC display showing error code E4 and shutting down within 5 minutes.,"Error code E4 on panel, unexpected thermal shutdown, intermittent cooling",Room ambient temperature sensor open circuit / resistance drift,Corroded NTC thermistor sensor lead due to ambient humidity,Replace 10k NTC copper coil and ambient temperature thermistor harness,1750,0.6,Low,AC Technician,2025-05-03,New NTC sensor calibrated and sealed with heat shrink.,Resolved
1152,Air Conditioner,AC-022,Library 2nd Floor,AC display showing error code E4 and shutting down within 5 minutes.,"Error code E4 on panel, unexpected thermal shutdown, intermittent cooling",Room ambient temperature sensor open circuit / resistance drift,Corroded NTC thermistor sensor lead due to ambient humidity,Replace 10k NTC copper coil and ambient temperature thermistor harness,1350,1.0,Low,AC Technician,2025-08-26,New NTC sensor calibrated and sealed with heat shrink.,Verified & Closed
1153,Diesel Generator,DG-037,Science Block Basement,Diesel Generator fails to crank or start during main grid power outage.,"Clicking starter solenoid sound, instrument cluster dimming, engine not rotating",Lead-acid starter battery pack deep discharge and terminal sulfation,Faulty float trickle battery charger failing to maintain 24V DC auxiliary bus,"Clean battery terminals, replace battery charger unit, jump-start and load-test battery bank",5450,2.8,Critical,Power Systems Engineer,2025-08-20,Battery bank reconditioned. New 24V smart float charger installed. Cranking voltage tested at 22.8V.,Resolved
1154,Diesel Generator,DG-031,Hostel Block C Yard,Diesel Generator fails to crank or start during main grid power outage.,"Clicking starter solenoid sound, instrument cluster dimming, engine not rotating",Lead-acid starter battery pack deep discharge and terminal sulfation,Faulty float trickle battery charger failing to maintain 24V DC auxiliary bus,"Clean battery terminals, replace battery charger unit, jump-start and load-test battery bank",6050,3.0,Critical,Power Systems Engineer,2025-08-22,Battery bank reconditioned. New 24V smart float charger installed. Cranking voltage tested at 22.8V.,Verified & Closed
1155,Diesel Generator,DG-032,Science Block Basement,Diesel Generator fails to crank or start during main grid power outage.,"Clicking starter solenoid sound, instrument cluster dimming, engine not rotating",Lead-acid starter battery pack deep discharge and terminal sulfation,Faulty float trickle battery charger failing to maintain 24V DC auxiliary bus,"Clean battery terminals, replace battery charger unit, jump-start and load-test battery bank",5000,2.3,Critical,Power Systems Engineer,2026-08-10,Battery bank reconditioned. New 24V smart float charger installed. Cranking voltage tested at 22.8V.,Resolved
1156,Diesel Generator,DG-029,Power Substation Yard,Diesel Generator fails to crank or start during main grid power outage.,"Clicking starter solenoid sound, instrument cluster dimming, engine not rotating",Lead-acid starter battery pack deep discharge and terminal sulfation,Faulty float trickle battery charger failing to maintain 24V DC auxiliary bus,"Clean battery terminals, replace battery charger unit, jump-start and load-test battery bank",6650,2.9,Critical,Power Systems Engineer,2026-06-06,Battery bank reconditioned. New 24V smart float charger installed. Cranking voltage tested at 22.8V.,Resolved
1157,Diesel Generator,DG-042,Hospital Backup Yard,Generator starting but shutting down after 30 seconds with Over-Frequency alarm.,"Engine hunting/surging, erratic RPM, automatic trip on governing fault",Mechanical governor linkage sticking and fuel injection pump air lock,Contaminated diesel with particulate buildup in primary fuel filter and sticking governor spring,"Bleed fuel line, replace primary/secondary fuel filters, lubricate actuator linkage",3500,2.7,High,Diesel Mechanic,2026-04-11,Fuel filters replaced. Governor response tested at 50Hz under 60% step load.,Preventive Maintenance Completed
1158,Diesel Generator,DG-040,Hostel Block C Yard,Generator starting but shutting down after 30 seconds with Over-Frequency alarm.,"Engine hunting/surging, erratic RPM, automatic trip on governing fault",Mechanical governor linkage sticking and fuel injection pump air lock,Contaminated diesel with particulate buildup in primary fuel filter and sticking governor spring,"Bleed fuel line, replace primary/secondary fuel filters, lubricate actuator linkage",5850,2.1,High,Diesel Mechanic,2025-08-05,Fuel filters replaced. Governor response tested at 50Hz under 60% step load.,Resolved
1159,Diesel Generator,DG-021,Hospital Backup Yard,High coolant temperature alarm triggering within 10 minutes of full load running.,"Coolant temperature exceeding 98°C, radiator fan belt loose, coolant level dropping",Radiator fin clogging and slipping v-belt drive on water pump,Dry dust accumulation in radiator core and worn tensioner pulley,"High-pressure air clean radiator fins, replace tensioner and v-belt, top up ethylene glycol coolant",5000,1.5,High,Mechanical Technician,2025-05-05,Radiator backwashed. Belt tension set to spec. Operating temp stable at 84°C under full load.,Resolved
1160,Diesel Generator,DG-015,Hostel Block C Yard,High coolant temperature alarm triggering within 10 minutes of full load running.,"Coolant temperature exceeding 98°C, radiator fan belt loose, coolant level dropping",Radiator fin clogging and slipping v-belt drive on water pump,Dry dust accumulation in radiator core and worn tensioner pulley,"High-pressure air clean radiator fins, replace tensioner and v-belt, top up ethylene glycol coolant",4550,2.5,High,Mechanical Technician,2026-06-16,Radiator backwashed. Belt tension set to spec. Operating temp stable at 84°C under full load.,Verified & Closed
1161,Diesel Generator,DG-029,Power Substation Yard,High coolant temperature alarm triggering within 10 minutes of full load running.,"Coolant temperature exceeding 98°C, radiator fan belt loose, coolant level dropping",Radiator fin clogging and slipping v-belt drive on water pump,Dry dust accumulation in radiator core and worn tensioner pulley,"High-pressure air clean radiator fins, replace tensioner and v-belt, top up ethylene glycol coolant",4000,2.4,High,Mechanical Technician,2026-03-30,Radiator backwashed. Belt tension set to spec. Operating temp stable at 84°C under full load.,Resolved
1162,Diesel Generator,DG-019,Power Substation Yard,High coolant temperature alarm triggering within 10 minutes of full load running.,"Coolant temperature exceeding 98°C, radiator fan belt loose, coolant level dropping",Radiator fin clogging and slipping v-belt drive on water pump,Dry dust accumulation in radiator core and worn tensioner pulley,"High-pressure air clean radiator fins, replace tensioner and v-belt, top up ethylene glycol coolant",4300,1.9,High,Mechanical Technician,2025-09-14,Radiator backwashed. Belt tension set to spec. Operating temp stable at 84°C under full load.,Resolved
1163,Elevator,LIFT-044,Hospital Wing West,Elevator doors repeatedly closing and reopening without passenger obstruction.,"Door cycle looping 4-5 times at Floor 2, door motor straining, buzzer sounding",Infrared door safety light curtain sensor misalignment and optical lens smudge,Dust coating on lower infrared emitter diodes causing false beam interruption trigger,"Clean optical lenses, align transmitter and receiver strips, calibrate sensitivity",1500,1.2,High,Elevator Specialist,2026-03-16,Photocell curtain realigned and tested across all 128 beams.,Resolved
1164,Elevator,LIFT-040,Library Central,Elevator doors repeatedly closing and reopening without passenger obstruction.,"Door cycle looping 4-5 times at Floor 2, door motor straining, buzzer sounding",Infrared door safety light curtain sensor misalignment and optical lens smudge,Dust coating on lower infrared emitter diodes causing false beam interruption trigger,"Clean optical lenses, align transmitter and receiver strips, calibrate sensitivity",2200,1.9,High,Elevator Specialist,2026-01-13,Photocell curtain realigned and tested across all 128 beams.,Resolved
1165,Elevator,LIFT-041,Library Central,Elevator doors repeatedly closing and reopening without passenger obstruction.,"Door cycle looping 4-5 times at Floor 2, door motor straining, buzzer sounding",Infrared door safety light curtain sensor misalignment and optical lens smudge,Dust coating on lower infrared emitter diodes causing false beam interruption trigger,"Clean optical lenses, align transmitter and receiver strips, calibrate sensitivity",2100,1.3,High,Elevator Specialist,2025-12-30,Photocell curtain realigned and tested across all 128 beams.,Resolved
1166,Elevator,LIFT-044,Hostel Block 1,Elevator car making grinding sound and vibrating heavily during descent.,"Audible metal screeching, noticeable shuddering between Floors 3 and 4",Guide rail lubrication depletion and guide shoe roller wear,Empty automatic oil lubricator cup and worn nylon guide shoe liner,"Replace guide shoe inserts, clean rail track, refill ISO VG 68 guide rail oil",4300,3.2,High,Senior Lift Engineer,2026-04-08,Replaced four guide shoe liners. Ride quality index tested smooth.,Resolved
1167,Elevator,LIFT-020,Hospital Wing West,Elevator car making grinding sound and vibrating heavily during descent.,"Audible metal screeching, noticeable shuddering between Floors 3 and 4",Guide rail lubrication depletion and guide shoe roller wear,Empty automatic oil lubricator cup and worn nylon guide shoe liner,"Replace guide shoe inserts, clean rail track, refill ISO VG 68 guide rail oil",6800,2.9,High,Senior Lift Engineer,2025-07-09,Replaced four guide shoe liners. Ride quality index tested smooth.,Verified & Closed
1168,Elevator,LIFT-025,Admin Tower,Elevator car making grinding sound and vibrating heavily during descent.,"Audible metal screeching, noticeable shuddering between Floors 3 and 4",Guide rail lubrication depletion and guide shoe roller wear,Empty automatic oil lubricator cup and worn nylon guide shoe liner,"Replace guide shoe inserts, clean rail track, refill ISO VG 68 guide rail oil",4400,2.9,High,Senior Lift Engineer,2025-05-10,Replaced four guide shoe liners. Ride quality index tested smooth.,Resolved
1169,Elevator,LIFT-045,Hostel Block 1,Elevator stopping 2 inches below floor level at Ground Floor.,"Floor leveling discrepancy, trip hazard step, floor position reset required",Magnetic floor vane reader sensor bracket loose,Loose mounting bolt on shaft leveling sensor causing delayed trigger signal,Tighten and recalibrate floor leveling magnets and shaft position encoder,1800,2.5,Critical,Elevator Specialist,2025-11-18,Sensor repositioned with threadlocker. Leveling precision ±3mm achieved.,Resolved
1170,Elevator,LIFT-001,Hostel Block 1,Elevator stopping 2 inches below floor level at Ground Floor.,"Floor leveling discrepancy, trip hazard step, floor position reset required",Magnetic floor vane reader sensor bracket loose,Loose mounting bolt on shaft leveling sensor causing delayed trigger signal,Tighten and recalibrate floor leveling magnets and shaft position encoder,3000,2.2,Critical,Elevator Specialist,2026-07-28,Sensor repositioned with threadlocker. Leveling precision ±3mm achieved.,Verified & Closed
1171,Elevator,LIFT-015,Hostel Block 1,Elevator stopping 2 inches below floor level at Ground Floor.,"Floor leveling discrepancy, trip hazard step, floor position reset required",Magnetic floor vane reader sensor bracket loose,Loose mounting bolt on shaft leveling sensor causing delayed trigger signal,Tighten and recalibrate floor leveling magnets and shaft position encoder,2200,2.1,Critical,Elevator Specialist,2025-09-21,Sensor repositioned with threadlocker. Leveling precision ±3mm achieved.,Resolved
1172,Elevator,LIFT-041,Admin Tower,Elevator stopping 2 inches below floor level at Ground Floor.,"Floor leveling discrepancy, trip hazard step, floor position reset required",Magnetic floor vane reader sensor bracket loose,Loose mounting bolt on shaft leveling sensor causing delayed trigger signal,Tighten and recalibrate floor leveling magnets and shaft position encoder,3050,2.1,Critical,Elevator Specialist,2026-06-09,Sensor repositioned with threadlocker. Leveling precision ±3mm achieved.,Resolved
1173,Water Pump,WP-038,Main Overhead Tank Sub-station,Water pump running continuously but delivering very low water pressure to top floors.,"Pump motor humming loudly, zero pressure gauge reading, air in pipeline",Suction foot valve stuck partially open and suction line priming lost,Debris lodged in brass foot valve disc preventing positive prime holding,"Dismantle foot valve, clear silt debris, re-prime suction manifold and replace gasket",2950,1.6,High,Plumber & Pump Specialist,2025-09-08,Foot valve replaced with stainless steel mesh strainer. Priming restored.,Verified & Closed
1174,Water Pump,WP-027,Garden Irrigation Hub,Water pump running continuously but delivering very low water pressure to top floors.,"Pump motor humming loudly, zero pressure gauge reading, air in pipeline",Suction foot valve stuck partially open and suction line priming lost,Debris lodged in brass foot valve disc preventing positive prime holding,"Dismantle foot valve, clear silt debris, re-prime suction manifold and replace gasket",1900,1.6,High,Plumber & Pump Specialist,2026-03-21,Foot valve replaced with stainless steel mesh strainer. Priming restored.,Resolved
1175,Water Pump,WP-034,Garden Irrigation Hub,Water pump running continuously but delivering very low water pressure to top floors.,"Pump motor humming loudly, zero pressure gauge reading, air in pipeline",Suction foot valve stuck partially open and suction line priming lost,Debris lodged in brass foot valve disc preventing positive prime holding,"Dismantle foot valve, clear silt debris, re-prime suction manifold and replace gasket",2050,2.3,High,Plumber & Pump Specialist,2025-04-21,Foot valve replaced with stainless steel mesh strainer. Priming restored.,Resolved
1176,Water Pump,WP-022,Garden Irrigation Hub,Water leaking heavily from pump shaft seal and motor tripping on thermal relay.,"Water puddle around pump base, motor casing hot to touch, breaker tripping",Mechanical shaft seal face cracked and motor bearing water ingress,Dry running of pump causing ceramic-carbon seal face thermal shock,"Replace mechanical ceramic seal, repack shaft gland, test motor dry-run sensor",3750,3.4,High,Pump Technician,2026-05-22,Replaced mechanical seal and fitted dry-run float switch protector.,Resolved
1177,Water Pump,WP-044,Hostel Water Treatment Plant,Water leaking heavily from pump shaft seal and motor tripping on thermal relay.,"Water puddle around pump base, motor casing hot to touch, breaker tripping",Mechanical shaft seal face cracked and motor bearing water ingress,Dry running of pump causing ceramic-carbon seal face thermal shock,"Replace mechanical ceramic seal, repack shaft gland, test motor dry-run sensor",4750,3.3,High,Pump Technician,2025-08-06,Replaced mechanical seal and fitted dry-run float switch protector.,Resolved
1178,Water Pump,WP-026,Main Overhead Tank Sub-station,Water leaking heavily from pump shaft seal and motor tripping on thermal relay.,"Water puddle around pump base, motor casing hot to touch, breaker tripping",Mechanical shaft seal face cracked and motor bearing water ingress,Dry running of pump causing ceramic-carbon seal face thermal shock,"Replace mechanical ceramic seal, repack shaft gland, test motor dry-run sensor",3300,2.8,High,Pump Technician,2026-09-02,Replaced mechanical seal and fitted dry-run float switch protector.,Resolved
1179,Classroom Projector,PRJ-038,Seminar Room B,Projector turning on for 2 minutes then shutting down with blinking red Temp light.,"Rapid shutdown, red Temp warning LED, loud exhaust fan whining",Thermal sensor cutoff due to blocked intake air filter and dust on fan blades,Dust accumulation clogging intake sponge filter preventing heat dissipation from lamp module,"Deep clean air filter sponge, blow out optical engine compartment, inspect fan RPM",1250,1.0,Medium,AV Technician,2025-08-22,Filter washed and dried. Thermal sensor readings normalized.,Resolved
1180,Classroom Projector,PRJ-031,Lecture Hall 204,Projector turning on for 2 minutes then shutting down with blinking red Temp light.,"Rapid shutdown, red Temp warning LED, loud exhaust fan whining",Thermal sensor cutoff due to blocked intake air filter and dust on fan blades,Dust accumulation clogging intake sponge filter preventing heat dissipation from lamp module,"Deep clean air filter sponge, blow out optical engine compartment, inspect fan RPM",1200,0.9,Medium,AV Technician,2026-08-22,Filter washed and dried. Thermal sensor readings normalized.,Resolved
1181,Classroom Projector,PRJ-015,Conference Room 3,Projector turning on for 2 minutes then shutting down with blinking red Temp light.,"Rapid shutdown, red Temp warning LED, loud exhaust fan whining",Thermal sensor cutoff due to blocked intake air filter and dust on fan blades,Dust accumulation clogging intake sponge filter preventing heat dissipation from lamp module,"Deep clean air filter sponge, blow out optical engine compartment, inspect fan RPM",1250,0.9,Medium,AV Technician,2026-07-14,Filter washed and dried. Thermal sensor readings normalized.,Verified & Closed
